"feature","featureImportance","class","IsIndSp","prevalence","comparison","source","data","prev_rate","replica_comp"
"Lethrinus genivittatus",35.379,"LAG",1,55,"BAR_LAG","terinter","maxN","prev_0","ABORE_vs_MBERE"
"Lethrinus obsoletus",5.75,"LAG",1,15,"BAR_LAG","terinter","maxN","prev_0","ABORE_vs_MBERE"
"Lethrinus olivaceus",1,"LAG",1,5,"BAR_LAG","terinter","maxN","prev_0","ABORE_vs_MBERE"
"Lethrinus rubrioperculatus",11.19,"BAR",1,50,"BAR_LAG","terinter","maxN","prev_0","ABORE_vs_MBERE"
"Lethrinus variegatus",9.5,"BAR",1,30,"BAR_LAG","terinter","maxN","prev_0","ABORE_vs_MBERE"
"Nemipterus peronii",18.861,"LAG",1,40,"BAR_LAG","terinter","maxN","prev_0","ABORE_vs_MBERE"
"Oxycheilinus bimaculatus",14.619,"BAR",1,45,"BAR_LAG","terinter","maxN","prev_0","ABORE_vs_MBERE"
"Parapercis australis",13.524,"BAR",1,45,"BAR_LAG","terinter","maxN","prev_0","ABORE_vs_MBERE"
"Parupeneus barberinoides",11.5,"BAR",1,35,"BAR_LAG","terinter","maxN","prev_0","ABORE_vs_MBERE"
"Pseudalutarius nasicornis",8.75,"LAG",1,25,"BAR_LAG","terinter","maxN","prev_0","ABORE_vs_MBERE"
"Synodus dermatogenys",1,"LAG",1,5,"BAR_LAG","terinter","maxN","prev_0","ABORE_vs_MBERE"
"Synodus variegatus",6.588,"LAG",1,35,"BAR_LAG","terinter","maxN","prev_0","ABORE_vs_MBERE"
"Taeniura meyeni",2,"LAG",1,5,"BAR_LAG","terinter","maxN","prev_0","ABORE_vs_MBERE"
"Upeneus moluccensis",4.75,"LAG",1,10,"BAR_LAG","terinter","maxN","prev_0","ABORE_vs_MBERE"
"Abalistes stellatus",1,"LAG",1,5,"BAY_LAG","terinter","maxN","prev_0","ABORE_vs_MBERE"
"Aetobatus narinari",4.172,"LAG",1,5,"BAY_LAG","terinter","maxN","prev_0","ABORE_vs_MBERE"
"Arothron stellatus",2.034,"LAG",1,15,"BAY_LAG","terinter","maxN","prev_0","ABORE_vs_MBERE"
"Atule mate",23.945,"BAY",1,55,"BAY_LAG","terinter","maxN","prev_0","ABORE_vs_MBERE"
"Carangoides dinema",0.578,"LAG",1,15,"BAY_LAG","terinter","maxN","prev_0","ABORE_vs_MBERE"
"Carangoides plagiotaenia",1,"LAG",1,5,"BAY_LAG","terinter","maxN","prev_0","ABORE_vs_MBERE"
"Caranx ignobilis",3.3,"LAG",1,5,"BAY_LAG","terinter","maxN","prev_0","ABORE_vs_MBERE"
"Decapterus macarellus",3.73,"LAG",1,40,"BAY_LAG","terinter","maxN","prev_0","ABORE_vs_MBERE"
"Diagramma pictum",3,"BAY",1,10,"BAY_LAG","terinter","maxN","prev_0","ABORE_vs_MBERE"
"Echeneis naucrates",4.988,"LAG",1,15,"BAY_LAG","terinter","maxN","prev_0","ABORE_vs_MBERE"
"Elops hawaiensis",0,"BAY",1,5,"BAY_LAG","terinter","maxN","prev_0","ABORE_vs_MBERE"
"Epinephelus malabaricus",1,"LAG",1,5,"BAY_LAG","terinter","maxN","prev_0","ABORE_vs_MBERE"
"Halichoeres trimaculatus",0,"BAY",1,5,"BAY_LAG","terinter","maxN","prev_0","ABORE_vs_MBERE"
"Lagocephalus sceleratus",7.167,"BAY",1,45,"BAY_LAG","terinter","maxN","prev_0","ABORE_vs_MBERE"
"Leiognathus fasciatus",2.038,"BAY",1,20,"BAY_LAG","terinter","maxN","prev_0","ABORE_vs_MBERE"
"Lethrinus genivittatus",6.375,"LAG",1,100,"BAY_LAG","terinter","maxN","prev_0","ABORE_vs_MBERE"
"Lethrinus olivaceus",2.25,"LAG",1,5,"BAY_LAG","terinter","maxN","prev_0","ABORE_vs_MBERE"
"Lutjanus vitta",2,"BAY",1,5,"BAY_LAG","terinter","maxN","prev_0","ABORE_vs_MBERE"
"Parapercis xanthozona",0,"BAY",1,5,"BAY_LAG","terinter","maxN","prev_0","ABORE_vs_MBERE"
"Abalistes stellatus",1.113,"OFFSHORE",1,10,"INSHORE_OFFSHORE","terinter","maxN","prev_0","ABORE_vs_MBERE"
"Acanthurus blochii",2.583,"OFFSHORE",1,10,"INSHORE_OFFSHORE","terinter","maxN","prev_0","ABORE_vs_MBERE"
"Acanthurus mata",2.333,"OFFSHORE",1,3.33333333333333,"INSHORE_OFFSHORE","terinter","maxN","prev_0","ABORE_vs_MBERE"
"Acanthurus olivaceus",2.333,"OFFSHORE",1,6.66666666666667,"INSHORE_OFFSHORE","terinter","maxN","prev_0","ABORE_vs_MBERE"
"Acanthurus xanthopterus",3,"OFFSHORE",1,6.66666666666667,"INSHORE_OFFSHORE","terinter","maxN","prev_0","ABORE_vs_MBERE"
"Aetobatus narinari",0,"INSHORE",1,3.33333333333333,"INSHORE_OFFSHORE","terinter","maxN","prev_0","ABORE_vs_MBERE"
"Amblygobius phalaena",0.667,"OFFSHORE",1,3.33333333333333,"INSHORE_OFFSHORE","terinter","maxN","prev_0","ABORE_vs_MBERE"
"Aprion virescens",0,"OFFSHORE",1,3.33333333333333,"INSHORE_OFFSHORE","terinter","maxN","prev_0","ABORE_vs_MBERE"
"Arothron stellatus",1.667,"INSHORE",1,10,"INSHORE_OFFSHORE","terinter","maxN","prev_0","ABORE_vs_MBERE"
"Atule mate",8.026,"INSHORE",1,36.6666666666667,"INSHORE_OFFSHORE","terinter","maxN","prev_0","ABORE_vs_MBERE"
"Balistoides viridescens",0,"OFFSHORE",1,3.33333333333333,"INSHORE_OFFSHORE","terinter","maxN","prev_0","ABORE_vs_MBERE"
"Bodianus perditio",0.667,"OFFSHORE",1,3.33333333333333,"INSHORE_OFFSHORE","terinter","maxN","prev_0","ABORE_vs_MBERE"
"Caesio caerulaurea",2.333,"OFFSHORE",1,3.33333333333333,"INSHORE_OFFSHORE","terinter","maxN","prev_0","ABORE_vs_MBERE"
"Canthigaster valentini",1.25,"OFFSHORE",1,10,"INSHORE_OFFSHORE","terinter","maxN","prev_0","ABORE_vs_MBERE"
"Carangoides dinema",1.167,"INSHORE",1,10,"INSHORE_OFFSHORE","terinter","maxN","prev_0","ABORE_vs_MBERE"
"Carangoides plagiotaenia",0,"INSHORE",1,3.33333333333333,"INSHORE_OFFSHORE","terinter","maxN","prev_0","ABORE_vs_MBERE"
"Caranx ignobilis",2,"OFFSHORE",1,6.66666666666667,"INSHORE_OFFSHORE","terinter","maxN","prev_0","ABORE_vs_MBERE"
"Centropyge tibicen",3.75,"OFFSHORE",1,13.3333333333333,"INSHORE_OFFSHORE","terinter","maxN","prev_0","ABORE_vs_MBERE"
"Chaetodon auriga",6.892,"OFFSHORE",1,20,"INSHORE_OFFSHORE","terinter","maxN","prev_0","ABORE_vs_MBERE"
"Chaetodon ephippium",0.5,"OFFSHORE",1,3.33333333333333,"INSHORE_OFFSHORE","terinter","maxN","prev_0","ABORE_vs_MBERE"
"Chaetodon kleinii",5.898,"OFFSHORE",1,16.6666666666667,"INSHORE_OFFSHORE","terinter","maxN","prev_0","ABORE_vs_MBERE"
"Chaetodon melannotus",0.5,"OFFSHORE",1,3.33333333333333,"INSHORE_OFFSHORE","terinter","maxN","prev_0","ABORE_vs_MBERE"
"Chaetodon mertensii",0.75,"OFFSHORE",1,10,"INSHORE_OFFSHORE","terinter","maxN","prev_0","ABORE_vs_MBERE"
"Chaetodon plebeius",0,"OFFSHORE",1,3.33333333333333,"INSHORE_OFFSHORE","terinter","maxN","prev_0","ABORE_vs_MBERE"
"Cheilinus chlorourus",0.5,"OFFSHORE",1,3.33333333333333,"INSHORE_OFFSHORE","terinter","maxN","prev_0","ABORE_vs_MBERE"
"Chromis viridis",11.333,"OFFSHORE",1,16.6666666666667,"INSHORE_OFFSHORE","terinter","maxN","prev_0","ABORE_vs_MBERE"
"Dascyllus aruanus",12,"OFFSHORE",1,20,"INSHORE_OFFSHORE","terinter","maxN","prev_0","ABORE_vs_MBERE"
"Decapterus macarellus",6.767,"INSHORE",1,26.6666666666667,"INSHORE_OFFSHORE","terinter","maxN","prev_0","ABORE_vs_MBERE"
"Echeneis naucrates",1,"INSHORE",1,10,"INSHORE_OFFSHORE","terinter","maxN","prev_0","ABORE_vs_MBERE"
"Elops hawaiensis",1,"INSHORE",1,3.33333333333333,"INSHORE_OFFSHORE","terinter","maxN","prev_0","ABORE_vs_MBERE"
"Epinephelus malabaricus",0.667,"INSHORE",1,3.33333333333333,"INSHORE_OFFSHORE","terinter","maxN","prev_0","ABORE_vs_MBERE"
"Halichoeres trimaculatus",14.467,"OFFSHORE",1,33.3333333333333,"INSHORE_OFFSHORE","terinter","maxN","prev_0","ABORE_vs_MBERE"
"Himantura fai",0.667,"INSHORE",1,3.33333333333333,"INSHORE_OFFSHORE","terinter","maxN","prev_0","ABORE_vs_MBERE"
"Labroides dimidiatus",5.667,"OFFSHORE",1,10,"INSHORE_OFFSHORE","terinter","maxN","prev_0","ABORE_vs_MBERE"
"Leiognathus fasciatus",2.333,"INSHORE",1,13.3333333333333,"INSHORE_OFFSHORE","terinter","maxN","prev_0","ABORE_vs_MBERE"
"Lethrinus genivittatus",29.877,"INSHORE",1,70,"INSHORE_OFFSHORE","terinter","maxN","prev_0","ABORE_vs_MBERE"
"Lethrinus obsoletus",6.633,"INSHORE",1,33.3333333333333,"INSHORE_OFFSHORE","terinter","maxN","prev_0","ABORE_vs_MBERE"
"Lethrinus olivaceus",0.167,"INSHORE",1,3.33333333333333,"INSHORE_OFFSHORE","terinter","maxN","prev_0","ABORE_vs_MBERE"
"Lethrinus rubrioperculatus",13.81,"OFFSHORE",1,33.3333333333333,"INSHORE_OFFSHORE","terinter","maxN","prev_0","ABORE_vs_MBERE"
"Lethrinus variegatus",7.667,"OFFSHORE",1,20,"INSHORE_OFFSHORE","terinter","maxN","prev_0","ABORE_vs_MBERE"
"Nemipterus peronii",16.47,"INSHORE",1,56.6666666666667,"INSHORE_OFFSHORE","terinter","maxN","prev_0","ABORE_vs_MBERE"
"Oxycheilinus bimaculatus",11.905,"OFFSHORE",1,30,"INSHORE_OFFSHORE","terinter","maxN","prev_0","ABORE_vs_MBERE"
"Parapercis australis",11.238,"OFFSHORE",1,30,"INSHORE_OFFSHORE","terinter","maxN","prev_0","ABORE_vs_MBERE"
"Parapercis xanthozona",1,"INSHORE",1,3.33333333333333,"INSHORE_OFFSHORE","terinter","maxN","prev_0","ABORE_vs_MBERE"
"Parupeneus barberinoides",7.667,"OFFSHORE",1,23.3333333333333,"INSHORE_OFFSHORE","terinter","maxN","prev_0","ABORE_vs_MBERE"
"Parupeneus multifasciatus",7.667,"OFFSHORE",1,20,"INSHORE_OFFSHORE","terinter","maxN","prev_0","ABORE_vs_MBERE"
"Pseudalutarius nasicornis",2,"INSHORE",1,16.6666666666667,"INSHORE_OFFSHORE","terinter","maxN","prev_0","ABORE_vs_MBERE"
"Synodus dermatogenys",0.167,"INSHORE",1,3.33333333333333,"INSHORE_OFFSHORE","terinter","maxN","prev_0","ABORE_vs_MBERE"
"Atule mate",0.8,"BAY",1,40,"BAR_BAY","indval","pres/abs","prev_10","ABORE_vs_MBERE"
"Chaetodon auriga",0.6,"BAR",1,30,"BAR_BAY","indval","pres/abs","prev_10","ABORE_vs_MBERE"
"Chaetodon kleinii",0.5,"BAR",1,25,"BAR_BAY","indval","pres/abs","prev_10","ABORE_vs_MBERE"
"Chromis viridis",0.5,"BAR",1,25,"BAR_BAY","indval","pres/abs","prev_10","ABORE_vs_MBERE"
"Dascyllus aruanus",0.6,"BAR",1,30,"BAR_BAY","indval","pres/abs","prev_10","ABORE_vs_MBERE"
"Halichoeres trimaculatus",0.81,"BAR",1,50,"BAR_BAY","indval","pres/abs","prev_10","ABORE_vs_MBERE"
"Lethrinus genivittatus",0.909,"BAY",1,55,"BAR_BAY","indval","pres/abs","prev_10","ABORE_vs_MBERE"
"Lethrinus obsoletus",0.7,"BAY",1,35,"BAR_BAY","indval","pres/abs","prev_10","ABORE_vs_MBERE"
"Lethrinus rubrioperculatus",0.9,"BAR",1,45,"BAR_BAY","indval","pres/abs","prev_10","ABORE_vs_MBERE"
"Lethrinus variegatus",0.6,"BAR",1,30,"BAR_BAY","indval","pres/abs","prev_10","ABORE_vs_MBERE"
"Nemipterus peronii",0.9,"BAY",1,45,"BAR_BAY","indval","pres/abs","prev_10","ABORE_vs_MBERE"
"Oxycheilinus bimaculatus",0.9,"BAR",1,45,"BAR_BAY","indval","pres/abs","prev_10","ABORE_vs_MBERE"
"Parapercis australis",0.9,"BAR",1,45,"BAR_BAY","indval","pres/abs","prev_10","ABORE_vs_MBERE"
"Parupeneus barberinoides",0.7,"BAR",1,35,"BAR_BAY","indval","pres/abs","prev_10","ABORE_vs_MBERE"
"Parupeneus multifasciatus",0.6,"BAR",1,30,"BAR_BAY","indval","pres/abs","prev_10","ABORE_vs_MBERE"
"Parupeneus pleurostigma",0.9,"BAR",1,45,"BAR_BAY","indval","pres/abs","prev_10","ABORE_vs_MBERE"
"Pentapodus nagasakiensis",0.7,"BAR",1,35,"BAR_BAY","indval","pres/abs","prev_10","ABORE_vs_MBERE"
"Pomacentrus coelestis",0.6,"BAR",1,30,"BAR_BAY","indval","pres/abs","prev_10","ABORE_vs_MBERE"
"Pseudobalistes fuscus",0.5,"BAR",1,25,"BAR_BAY","indval","pres/abs","prev_10","ABORE_vs_MBERE"
"Scarus psittacus",0.5,"BAR",1,25,"BAR_BAY","indval","pres/abs","prev_10","ABORE_vs_MBERE"
"Sufflamen chrysopterum",0.5,"BAR",1,25,"BAR_BAY","indval","pres/abs","prev_10","ABORE_vs_MBERE"
"Synodus variegatus",0.5,"BAY",1,25,"BAR_BAY","indval","pres/abs","prev_10","ABORE_vs_MBERE"
"Thalassoma lunare",0.9,"BAR",1,45,"BAR_BAY","indval","pres/abs","prev_10","ABORE_vs_MBERE"
"Chaetodon auriga",0.6,"BAR",1,30,"BAR_LAG","indval","pres/abs","prev_10","ABORE_vs_MBERE"
"Chaetodon kleinii",0.5,"BAR",1,25,"BAR_LAG","indval","pres/abs","prev_10","ABORE_vs_MBERE"
"Chromis viridis",0.5,"BAR",1,25,"BAR_LAG","indval","pres/abs","prev_10","ABORE_vs_MBERE"
"Dascyllus aruanus",0.6,"BAR",1,30,"BAR_LAG","indval","pres/abs","prev_10","ABORE_vs_MBERE"
"Decapterus macarellus",0.5,"LAG",1,25,"BAR_LAG","indval","pres/abs","prev_10","ABORE_vs_MBERE"
"Halichoeres trimaculatus",0.9,"BAR",1,45,"BAR_LAG","indval","pres/abs","prev_10","ABORE_vs_MBERE"
"Lethrinus genivittatus",0.909,"LAG",1,55,"BAR_LAG","indval","pres/abs","prev_10","ABORE_vs_MBERE"
"Lethrinus rubrioperculatus",0.81,"BAR",1,50,"BAR_LAG","indval","pres/abs","prev_10","ABORE_vs_MBERE"
"Lethrinus variegatus",0.6,"BAR",1,30,"BAR_LAG","indval","pres/abs","prev_10","ABORE_vs_MBERE"
"Nemipterus peronii",0.8,"LAG",1,40,"BAR_LAG","indval","pres/abs","prev_10","ABORE_vs_MBERE"
"Oxycheilinus bimaculatus",0.9,"BAR",1,45,"BAR_LAG","indval","pres/abs","prev_10","ABORE_vs_MBERE"
"Parapercis australis",0.9,"BAR",1,45,"BAR_LAG","indval","pres/abs","prev_10","ABORE_vs_MBERE"
"Parupeneus barberinoides",0.7,"BAR",1,35,"BAR_LAG","indval","pres/abs","prev_10","ABORE_vs_MBERE"
"Parupeneus multifasciatus",0.6,"BAR",1,30,"BAR_LAG","indval","pres/abs","prev_10","ABORE_vs_MBERE"
"Parupeneus pleurostigma",0.9,"BAR",1,45,"BAR_LAG","indval","pres/abs","prev_10","ABORE_vs_MBERE"
"Pomacentrus coelestis",0.6,"BAR",1,30,"BAR_LAG","indval","pres/abs","prev_10","ABORE_vs_MBERE"
"Pseudalutarius nasicornis",0.5,"LAG",1,25,"BAR_LAG","indval","pres/abs","prev_10","ABORE_vs_MBERE"
"Pseudobalistes fuscus",0.5,"BAR",1,25,"BAR_LAG","indval","pres/abs","prev_10","ABORE_vs_MBERE"
"Scarus psittacus",0.5,"BAR",1,25,"BAR_LAG","indval","pres/abs","prev_10","ABORE_vs_MBERE"
"Sufflamen chrysopterum",0.5,"BAR",1,25,"BAR_LAG","indval","pres/abs","prev_10","ABORE_vs_MBERE"
"Synodus variegatus",0.7,"LAG",1,35,"BAR_LAG","indval","pres/abs","prev_10","ABORE_vs_MBERE"
"Thalassoma lunare",0.9,"BAR",1,45,"BAR_LAG","indval","pres/abs","prev_10","ABORE_vs_MBERE"
"Pentapodus nagasakiensis",0.5,"LAG",1,25,"BAY_LAG","indval","pres/abs","prev_10","ABORE_vs_MBERE"
"Pseudalutarius nasicornis",0.5,"LAG",1,25,"BAY_LAG","indval","pres/abs","prev_10","ABORE_vs_MBERE"
"Acanthurus blochii",0.3,"OFFSHORE",1,10,"INSHORE_OFFSHORE","indval","pres/abs","prev_10","ABORE_vs_MBERE"
"Atule mate",0.55,"INSHORE",1,36.667,"INSHORE_OFFSHORE","indval","pres/abs","prev_10","ABORE_vs_MBERE"
"Canthigaster valentini",0.3,"OFFSHORE",1,10,"INSHORE_OFFSHORE","indval","pres/abs","prev_10","ABORE_vs_MBERE"
"Centropyge tibicen",0.4,"OFFSHORE",1,13.333,"INSHORE_OFFSHORE","indval","pres/abs","prev_10","ABORE_vs_MBERE"
"Chaetodon auriga",0.6,"OFFSHORE",1,20,"INSHORE_OFFSHORE","indval","pres/abs","prev_10","ABORE_vs_MBERE"
"Chaetodon kleinii",0.5,"OFFSHORE",1,16.667,"INSHORE_OFFSHORE","indval","pres/abs","prev_10","ABORE_vs_MBERE"
"Chaetodon mertensii",0.3,"OFFSHORE",1,10,"INSHORE_OFFSHORE","indval","pres/abs","prev_10","ABORE_vs_MBERE"
"Chromis viridis",0.5,"OFFSHORE",1,16.667,"INSHORE_OFFSHORE","indval","pres/abs","prev_10","ABORE_vs_MBERE"
"Dascyllus aruanus",0.6,"OFFSHORE",1,20,"INSHORE_OFFSHORE","indval","pres/abs","prev_10","ABORE_vs_MBERE"
"Decapterus macarellus",0.4,"INSHORE",1,26.667,"INSHORE_OFFSHORE","indval","pres/abs","prev_10","ABORE_vs_MBERE"
"Gymnocranius grandoculis",0.3,"OFFSHORE",1,10,"INSHORE_OFFSHORE","indval","pres/abs","prev_10","ABORE_vs_MBERE"
"Halichoeres trimaculatus",0.853,"OFFSHORE",1,33.333,"INSHORE_OFFSHORE","indval","pres/abs","prev_10","ABORE_vs_MBERE"
"Labroides dimidiatus",0.3,"OFFSHORE",1,10,"INSHORE_OFFSHORE","indval","pres/abs","prev_10","ABORE_vs_MBERE"
"Lethrinus genivittatus",0.909,"INSHORE",1,70,"INSHORE_OFFSHORE","indval","pres/abs","prev_10","ABORE_vs_MBERE"
"Lethrinus obsoletus",0.5,"INSHORE",1,33.333,"INSHORE_OFFSHORE","indval","pres/abs","prev_10","ABORE_vs_MBERE"
"Lethrinus rubrioperculatus",0.853,"OFFSHORE",1,33.333,"INSHORE_OFFSHORE","indval","pres/abs","prev_10","ABORE_vs_MBERE"
"Lethrinus variegatus",0.6,"OFFSHORE",1,20,"INSHORE_OFFSHORE","indval","pres/abs","prev_10","ABORE_vs_MBERE"
"Nemipterus peronii",0.85,"INSHORE",1,56.667,"INSHORE_OFFSHORE","indval","pres/abs","prev_10","ABORE_vs_MBERE"
"Oxycheilinus bimaculatus",0.9,"OFFSHORE",1,30,"INSHORE_OFFSHORE","indval","pres/abs","prev_10","ABORE_vs_MBERE"
"Oxycheilinus nigromarginatus",0.3,"OFFSHORE",1,10,"INSHORE_OFFSHORE","indval","pres/abs","prev_10","ABORE_vs_MBERE"
"Parapercis australis",0.9,"OFFSHORE",1,30,"INSHORE_OFFSHORE","indval","pres/abs","prev_10","ABORE_vs_MBERE"
"Parupeneus barberinoides",0.7,"OFFSHORE",1,23.333,"INSHORE_OFFSHORE","indval","pres/abs","prev_10","ABORE_vs_MBERE"
"Parupeneus multifasciatus",0.6,"OFFSHORE",1,20,"INSHORE_OFFSHORE","indval","pres/abs","prev_10","ABORE_vs_MBERE"
"Parupeneus pleurostigma",0.9,"OFFSHORE",1,30,"INSHORE_OFFSHORE","indval","pres/abs","prev_10","ABORE_vs_MBERE"
"Pentapodus nagasakiensis",0.516,"OFFSHORE",1,40,"INSHORE_OFFSHORE","indval","pres/abs","prev_10","ABORE_vs_MBERE"
"Plagiotremus tapeinosoma",0.4,"OFFSHORE",1,13.333,"INSHORE_OFFSHORE","indval","pres/abs","prev_10","ABORE_vs_MBERE"
"Pomacentrus coelestis",0.6,"OFFSHORE",1,20,"INSHORE_OFFSHORE","indval","pres/abs","prev_10","ABORE_vs_MBERE"
"Pomacentrus moluccensis",0.3,"OFFSHORE",1,10,"INSHORE_OFFSHORE","indval","pres/abs","prev_10","ABORE_vs_MBERE"
"Pseudobalistes fuscus",0.5,"OFFSHORE",1,16.667,"INSHORE_OFFSHORE","indval","pres/abs","prev_10","ABORE_vs_MBERE"
"Scarus ghobban",0.3,"OFFSHORE",1,10,"INSHORE_OFFSHORE","indval","pres/abs","prev_10","ABORE_vs_MBERE"
"Scarus psittacus",0.5,"OFFSHORE",1,16.667,"INSHORE_OFFSHORE","indval","pres/abs","prev_10","ABORE_vs_MBERE"
"Stethojulis interrupta",0.4,"OFFSHORE",1,13.333,"INSHORE_OFFSHORE","indval","pres/abs","prev_10","ABORE_vs_MBERE"
"Sufflamen chrysopterum",0.5,"OFFSHORE",1,16.667,"INSHORE_OFFSHORE","indval","pres/abs","prev_10","ABORE_vs_MBERE"
"Sufflamen fraenatum",0.3,"OFFSHORE",1,10,"INSHORE_OFFSHORE","indval","pres/abs","prev_10","ABORE_vs_MBERE"
"Synodus variegatus",0.6,"INSHORE",1,40,"INSHORE_OFFSHORE","indval","pres/abs","prev_10","ABORE_vs_MBERE"
"Thalassoma lunare",0.9,"OFFSHORE",1,30,"INSHORE_OFFSHORE","indval","pres/abs","prev_10","ABORE_vs_MBERE"
"Atule mate",0.8,"BAY",1,40,"BAR_BAY","indval","maxN","prev_10","ABORE_vs_MBERE"
"Chaetodon auriga",0.6,"BAR",1,30,"BAR_BAY","indval","maxN","prev_10","ABORE_vs_MBERE"
"Chaetodon kleinii",0.5,"BAR",1,25,"BAR_BAY","indval","maxN","prev_10","ABORE_vs_MBERE"
"Chromis viridis",0.5,"BAR",1,25,"BAR_BAY","indval","maxN","prev_10","ABORE_vs_MBERE"
"Dascyllus aruanus",0.6,"BAR",1,30,"BAR_BAY","indval","maxN","prev_10","ABORE_vs_MBERE"
"Halichoeres trimaculatus",0.864,"BAR",1,50,"BAR_BAY","indval","maxN","prev_10","ABORE_vs_MBERE"
"Lethrinus genivittatus",0.917,"BAY",1,55,"BAR_BAY","indval","maxN","prev_10","ABORE_vs_MBERE"
"Lethrinus obsoletus",0.7,"BAY",1,35,"BAR_BAY","indval","maxN","prev_10","ABORE_vs_MBERE"
"Lethrinus rubrioperculatus",0.9,"BAR",1,45,"BAR_BAY","indval","maxN","prev_10","ABORE_vs_MBERE"
"Lethrinus variegatus",0.6,"BAR",1,30,"BAR_BAY","indval","maxN","prev_10","ABORE_vs_MBERE"
"Nemipterus peronii",0.9,"BAY",1,45,"BAR_BAY","indval","maxN","prev_10","ABORE_vs_MBERE"
"Oxycheilinus bimaculatus",0.9,"BAR",1,45,"BAR_BAY","indval","maxN","prev_10","ABORE_vs_MBERE"
"Parapercis australis",0.9,"BAR",1,45,"BAR_BAY","indval","maxN","prev_10","ABORE_vs_MBERE"
"Parupeneus barberinoides",0.7,"BAR",1,35,"BAR_BAY","indval","maxN","prev_10","ABORE_vs_MBERE"
"Parupeneus multifasciatus",0.6,"BAR",1,30,"BAR_BAY","indval","maxN","prev_10","ABORE_vs_MBERE"
"Parupeneus pleurostigma",0.9,"BAR",1,45,"BAR_BAY","indval","maxN","prev_10","ABORE_vs_MBERE"
"Pentapodus nagasakiensis",0.7,"BAR",1,35,"BAR_BAY","indval","maxN","prev_10","ABORE_vs_MBERE"
"Pomacentrus coelestis",0.6,"BAR",1,30,"BAR_BAY","indval","maxN","prev_10","ABORE_vs_MBERE"
"Pseudobalistes fuscus",0.5,"BAR",1,25,"BAR_BAY","indval","maxN","prev_10","ABORE_vs_MBERE"
"Scarus psittacus",0.5,"BAR",1,25,"BAR_BAY","indval","maxN","prev_10","ABORE_vs_MBERE"
"Sufflamen chrysopterum",0.5,"BAR",1,25,"BAR_BAY","indval","maxN","prev_10","ABORE_vs_MBERE"
"Synodus variegatus",0.5,"BAY",1,25,"BAR_BAY","indval","maxN","prev_10","ABORE_vs_MBERE"
"Thalassoma lunare",0.9,"BAR",1,45,"BAR_BAY","indval","maxN","prev_10","ABORE_vs_MBERE"
"Chaetodon auriga",0.6,"BAR",1,30,"BAR_LAG","indval","maxN","prev_10","ABORE_vs_MBERE"
"Chaetodon kleinii",0.5,"BAR",1,25,"BAR_LAG","indval","maxN","prev_10","ABORE_vs_MBERE"
"Chromis viridis",0.5,"BAR",1,25,"BAR_LAG","indval","maxN","prev_10","ABORE_vs_MBERE"
"Dascyllus aruanus",0.6,"BAR",1,30,"BAR_LAG","indval","maxN","prev_10","ABORE_vs_MBERE"
"Decapterus macarellus",0.5,"LAG",1,25,"BAR_LAG","indval","maxN","prev_10","ABORE_vs_MBERE"
"Halichoeres trimaculatus",0.9,"BAR",1,45,"BAR_LAG","indval","maxN","prev_10","ABORE_vs_MBERE"
"Lethrinus genivittatus",0.967,"LAG",1,55,"BAR_LAG","indval","maxN","prev_10","ABORE_vs_MBERE"
"Lethrinus rubrioperculatus",0.881,"BAR",1,50,"BAR_LAG","indval","maxN","prev_10","ABORE_vs_MBERE"
"Lethrinus variegatus",0.6,"BAR",1,30,"BAR_LAG","indval","maxN","prev_10","ABORE_vs_MBERE"
"Nemipterus peronii",0.8,"LAG",1,40,"BAR_LAG","indval","maxN","prev_10","ABORE_vs_MBERE"
"Oxycheilinus bimaculatus",0.9,"BAR",1,45,"BAR_LAG","indval","maxN","prev_10","ABORE_vs_MBERE"
"Parapercis australis",0.9,"BAR",1,45,"BAR_LAG","indval","maxN","prev_10","ABORE_vs_MBERE"
"Parupeneus barberinoides",0.7,"BAR",1,35,"BAR_LAG","indval","maxN","prev_10","ABORE_vs_MBERE"
"Parupeneus multifasciatus",0.6,"BAR",1,30,"BAR_LAG","indval","maxN","prev_10","ABORE_vs_MBERE"
"Parupeneus pleurostigma",0.9,"BAR",1,45,"BAR_LAG","indval","maxN","prev_10","ABORE_vs_MBERE"
"Pomacentrus coelestis",0.6,"BAR",1,30,"BAR_LAG","indval","maxN","prev_10","ABORE_vs_MBERE"
"Pseudalutarius nasicornis",0.5,"LAG",1,25,"BAR_LAG","indval","maxN","prev_10","ABORE_vs_MBERE"
"Pseudobalistes fuscus",0.5,"BAR",1,25,"BAR_LAG","indval","maxN","prev_10","ABORE_vs_MBERE"
"Scarus psittacus",0.5,"BAR",1,25,"BAR_LAG","indval","maxN","prev_10","ABORE_vs_MBERE"
"Sufflamen chrysopterum",0.5,"BAR",1,25,"BAR_LAG","indval","maxN","prev_10","ABORE_vs_MBERE"
"Synodus variegatus",0.7,"LAG",1,35,"BAR_LAG","indval","maxN","prev_10","ABORE_vs_MBERE"
"Thalassoma lunare",0.9,"BAR",1,45,"BAR_LAG","indval","maxN","prev_10","ABORE_vs_MBERE"
"Atule mate",0.698,"BAY",1,55,"BAY_LAG","indval","maxN","prev_10","ABORE_vs_MBERE"
"Lethrinus genivittatus",0.725,"LAG",1,100,"BAY_LAG","indval","maxN","prev_10","ABORE_vs_MBERE"
